fLabel;fIndex;fStatus;fSign;fV.fX;fV.fY;fV.fZ;fP.fX;fP.fY;fP.fZ;fBeta;fDcaXY;fDcaZ;fPVX;fPVY;fPVZ
-3141593;-1;-1006628609;-1;0.068566;0.159622;4.461998;-0.813552;-0.027479;-0.253458;0.000000;0.124124;0.427823;0.064376;0.283675;4.034176
-3141593;-1;-1073696513;1;0.065295;0.283618;4.029785;0.132933;2.142247;-1.525554;0.000000;-0.000921;-0.004391;0.064376;0.283675;4.034176
-3141593;-1;-1073696513;-1;0.079290;0.280881;4.031044;-0.168400;-0.898842;0.127372;0.000000;0.015173;-0.003132;0.064376;0.283675;4.034176
-3141593;-1;-1073737481;1;0.056301;0.256017;4.052238;-1.046112;0.305424;-0.457411;0.000000;0.028812;0.018062;0.064376;0.283675;4.034176
-3141593;-1;-1073696513;-1;0.050208;0.285964;3.995384;-0.099232;-0.614083;0.215730;0.000000;-0.014353;-0.038792;0.064376;0.283675;4.034176
-3141593;-1;-1073737473;1;0.071499;0.285670;4.055536;0.295556;-1.055334;-0.094736;0.000000;0.007397;0.021361;0.064376;0.283675;4.034176
-3141593;-1;-1006628609;1;0.178513;0.267963;4.212007;-0.171851;-1.248389;1.095171;0.000000;0.115213;0.177831;0.064376;0.283675;4.034176
-3141593;-1;-1073737473;1;0.062679;0.281227;4.029931;-2.140167;1.483858;-1.039186;0.000000;0.002979;-0.004245;0.064376;0.283675;4.034176
-3141593;-1;-1073696521;-1;0.067546;0.285046;4.046473;-0.951816;2.200870;-0.779340;0.000000;-0.003453;0.012297;0.064376;0.283675;4.034176
-3141593;-1;-1073696513;-1;-0.126846;0.258642;4.176749;0.082780;-0.632348;-0.411508;0.000000;-0.192854;0.142573;0.064376;0.283675;4.034176
-3141593;-1;-1073737481;-1;0.069337;0.295650;4.025609;-1.209028;0.500875;-0.966028;0.000000;-0.012962;-0.008566;0.064376;0.283675;4.034176
-3141593;-1;-1073696513;1;0.060768;0.284628;4.025373;0.152985;0.579046;-0.055576;0.000000;0.003732;-0.008802;0.064376;0.283675;4.034176
-3141593;-1;-1073696513;-1;0.052991;0.285251;4.043387;-0.078408;-0.566349;-0.313824;0.000000;-0.011493;0.009212;0.064376;0.283675;4.034176
-3141593;-1;-1073737481;-1;0.066005;0.301875;4.039762;-0.805036;0.072028;-0.830894;0.000000;-0.018273;0.005586;0.064376;0.283675;4.034176
-3141593;-1;-1073696513;-1;0.069770;0.283726;4.031155;-0.003260;0.341093;-0.039813;0.000000;-0.005394;-0.003021;0.064376;0.283675;4.034176
-3141593;-1;-1073737473;1;0.065103;0.284274;4.019667;-0.435621;0.528464;-0.166308;0.000000;-0.000942;-0.014508;0.064376;0.283675;4.034176
-3141593;-1;-1073737473;1;0.049982;0.285029;4.018879;-0.055870;-0.593920;0.590282;0.000000;-0.014458;-0.015296;0.064376;0.283675;4.034176
-3141593;-1;-1073696513;1;0.064444;0.284479;4.036088;-2.023169;0.170120;-0.451559;0.000000;-0.000807;0.001912;0.064376;0.283675;4.034176
-3141593;-1;-1073696513;-1;0.064940;0.284007;4.022017;-0.195155;0.331327;0.227915;0.000000;-0.000655;-0.012159;0.064376;0.283675;4.034176
-3141593;-1;-1073696521;-1;0.069771;0.286661;4.009065;-0.211960;0.382918;0.308398;0.000000;-0.006167;-0.025111;0.064376;0.283675;4.034176
-3141593;-1;-1073737473;-1;0.071332;0.286286;4.111163;0.110299;-0.293779;-0.245130;0.000000;0.007430;0.076987;0.064376;0.283675;4.034176
-3141593;-1;-1073696513;-1;0.065560;0.283520;4.026081;0.040173;0.307670;0.088506;0.000000;-0.001194;-0.008095;0.064376;0.283675;4.034176
-3141593;-1;-1073741569;-1;0.062620;0.280588;4.051455;-0.229800;0.130701;0.176544;0.000000;0.003552;0.017279;0.064376;0.283675;4.034176
-3141593;-1;-1006628609;1;0.566797;0.183991;4.312066;-0.102616;-0.517202;-0.498732;0.000000;0.512214;0.277890;0.064376;0.283675;4.034176
-3141593;-1;-1073741569;1;0.107767;0.064778;4.181090;-0.249610;-0.049478;-0.214784;0.000000;0.223156;0.146915;0.064376;0.283675;4.034176
-3141593;-1;-1073737473;-1;0.069350;0.384592;3.953393;0.361707;-0.017827;0.321363;0.000000;0.101039;-0.080783;0.064376;0.283675;4.034176
-3141593;-1;-1073737473;-1;0.066796;0.285157;4.050995;-0.178671;0.291720;0.079123;0.000000;-0.002837;0.016820;0.064376;0.283675;4.034176
-3141593;-1;-1073741569;-1;0.087739;0.289706;4.011015;-0.068902;0.266880;0.031540;0.000000;-0.024128;-0.023161;0.064376;0.283675;4.034176
-3141593;-1;-1073737473;1;-0.047308;0.246727;4.146496;0.101456;-0.306677;0.121618;0.000000;-0.117637;0.112320;0.064376;0.283675;4.034176
-3141593;-1;-1073737473;1;0.019009;0.273414;4.052635;0.138096;-0.610571;0.579469;0.000000;-0.046513;0.018459;0.064376;0.283675;4.034176
-3141593;-1;-1073737473;-1;0.062510;0.286895;4.037080;0.333379;0.193185;-0.115846;0.000000;0.003721;0.002905;0.064376;0.283675;4.034176
-3141593;-1;-1073741569;-1;0.068240;0.265232;4.070836;0.305422;0.063978;-0.131798;0.000000;-0.018843;0.036660;0.064376;0.283675;4.034176
-3141593;-1;-1073696513;1;0.057345;0.280411;4.042134;0.560670;-1.207671;0.544749;0.000000;-0.007752;0.007958;0.064376;0.283675;4.034176
-3141593;-1;-1073741577;-1;0.068279;0.288306;3.986545;0.224394;-0.189107;0.304404;0.000000;0.006056;-0.047631;0.064376;0.283675;4.034176
-3141593;-1;-1073737481;-1;0.063102;0.285419;4.054677;0.595584;0.435063;-1.077199;0.000000;0.002160;0.020501;0.064376;0.283675;4.034176
