fLabel;fIndex;fStatus;fSign;fV.fX;fV.fY;fV.fZ;fP.fX;fP.fY;fP.fZ;fBeta;fDcaXY;fDcaZ;fPVX;fPVY;fPVZ
-3141593;-1;-1073737481;1;0.042047;0.241801;-17.836548;0.751119;-1.332226;1.662016;0.000000;-0.001837;-0.015755;0.043647;0.242703;-17.820793
-3141593;-1;-1073737481;-1;0.029967;0.227526;-17.838522;0.435663;-0.392683;0.743518;0.000000;-0.020433;-0.017729;0.043647;0.242703;-17.820793
-3141593;-1;-1073737481;1;0.005493;0.292356;-17.833862;0.388475;0.298515;0.479242;0.000000;0.062619;-0.013069;0.043647;0.242703;-17.820793
-3141593;-1;-1073741577;-1;0.077034;0.224949;-17.776867;0.120376;0.226375;0.296288;0.000000;-0.037814;0.043927;0.043647;0.242703;-17.820793
-3141593;-1;-1073737481;-1;0.039699;0.239328;-17.766642;-0.480970;0.562518;1.249816;0.000000;0.005194;0.054153;0.043647;0.242703;-17.820793
-3141593;-1;-1073737481;-1;0.048380;0.216904;-17.841084;0.579001;0.106218;0.904638;0.000000;-0.026230;-0.020289;0.043647;0.242703;-17.820793
-3141593;-1;-1006632713;1;0.396302;-0.163157;-16.943977;0.102132;0.088743;0.114716;0.000000;-0.537669;0.876817;0.043647;0.242703;-17.820793
