fLabel;fIndex;fStatus;fSign;fV.fX;fV.fY;fV.fZ;fP.fX;fP.fY;fP.fZ;fBeta;fDcaXY;fDcaZ;fPVX;fPVY;fPVZ
-3141593;-1;-1073737481;-1;0.062981;0.261620;-5.344850;-0.837929;-0.236686;0.426333;0.000000;-0.001400;0.017939;0.063362;0.260273;-5.362789
-3141593;-1;-1073696521;-1;0.122461;0.264581;-5.272932;0.070282;-0.964253;-0.092653;0.000000;0.059256;0.089858;0.063362;0.260273;-5.362789
-3141593;-1;-1073696521;-1;0.061708;0.260589;-5.357258;0.104308;0.546225;0.179273;0.000000;0.001684;0.005531;0.063362;0.260273;-5.362789
-3141593;-1;-1073696521;1;0.076027;0.268678;-5.323242;0.307139;-0.462842;0.252140;0.000000;0.015200;0.039547;0.063362;0.260273;-5.362789
-3141593;-1;-1073741577;1;0.056050;0.257278;-5.388135;0.097067;-0.236922;-0.039986;0.000000;-0.007901;-0.025347;0.063362;0.260273;-5.362789
-3141593;-1;-1006628617;1;0.511919;0.613682;-4.338941;-0.226378;0.287325;0.288020;0.000000;-0.571053;1.023848;0.063362;0.260273;-5.362789
-3141593;-1;-1073741577;1;0.076568;0.266850;-5.354197;-0.122559;0.246112;0.339979;0.000000;-0.014754;0.008592;0.063362;0.260273;-5.362789
-3141593;-1;-1073741577;-1;0.067689;0.257711;-5.415040;0.090514;0.152861;-0.003093;0.000001;-0.005029;-0.052250;0.063362;0.260273;-5.362789
-3141593;-1;-1073741577;-1;0.118220;0.240800;-5.281541;0.045983;0.129538;-0.094842;0.000000;-0.058212;0.081248;0.063362;0.260273;-5.362789
-3141593;-1;-1073737481;-1;0.067416;0.234543;-5.378280;-0.352973;-0.055611;0.246892;0.000000;0.026047;-0.015491;0.063362;0.260273;-5.362789
