fLabel;fIndex;fStatus;fSign;fV.fX;fV.fY;fV.fZ;fP.fX;fP.fY;fP.fZ;fBeta;fDcaXY;fDcaZ;fPVX;fPVY;fPVZ
-3141593;-1;-1006587657;1;-0.560681;1.999558;-5.209521;1.108190;0.397330;0.648044;0.000000;1.842745;-0.081241;0.061248;0.264936;-5.128280
-3141593;-1;-1006628617;1;0.505990;0.238429;-0.787375;-0.032004;-0.536968;-0.537377;0.000000;0.445531;4.340905;0.061248;0.264936;-5.128280
-3141593;-1;-1073696521;-1;0.065019;0.271596;-5.123720;-0.540076;0.305785;-0.531184;0.000000;-0.007654;0.004559;0.061248;0.264936;-5.128280
-3141593;-1;-1073696521;-1;0.073558;0.264800;-5.141434;-0.006915;-0.626648;-0.376283;0.000000;0.012311;-0.013154;0.061248;0.264936;-5.128280
-3141593;-1;-1073737481;1;0.080044;0.256733;-5.137405;0.151002;0.345962;-0.381073;0.000000;-0.020508;-0.009126;0.061248;0.264936;-5.128280
