fLabel;fIndex;fStatus;fSign;fV.fX;fV.fY;fV.fZ;fP.fX;fP.fY;fP.fZ;fBeta;fDcaXY;fDcaZ;fPVX;fPVY;fPVZ
-3141593;-1;-1073213185;1;0.066351;0.265436;-4.986887;0.798584;0.688218;-0.610182;0.000008;-0.008228;0.034345;0.060979;0.271669;-5.021232
-3141593;-1;-1073213185;-1;0.053041;0.281312;-5.018095;0.534227;0.439754;-0.584403;0.000000;0.012490;0.003137;0.060979;0.271669;-5.021232
-3141593;-1;-1073172225;1;0.334940;1.038288;-5.870126;-0.665163;0.237704;0.397352;0.000000;-0.814101;-0.848894;0.060979;0.271669;-5.021232
-3141593;-1;-1073210369;-1;0.061092;0.272353;-5.063782;-1.476345;0.244063;0.401148;0.000000;-0.000694;-0.042550;0.060979;0.271669;-5.021232
-3141593;-1;-1073169409;-1;-0.467274;-0.357033;-4.077688;-0.581264;0.488395;0.132068;0.000000;0.821168;0.943543;0.060979;0.271669;-5.021232
-3141593;-1;-1073213185;1;0.053973;0.092159;-4.960819;0.324196;-0.012654;-0.017707;0.000000;-0.179646;0.060413;0.060979;0.271669;-5.021232
-3141593;-1;-1073169409;1;0.058612;0.274607;-5.052926;0.404302;0.325690;-0.419016;0.000000;0.003773;-0.031694;0.060979;0.271669;-5.021232
-3141593;-1;-1073169409;1;0.376704;-0.468928;-5.899801;1.245571;0.531000;-1.159637;0.000000;-0.805087;-0.878569;0.060979;0.271669;-5.021232
-3141593;-1;-1073213185;1;0.058986;0.269030;-5.035328;0.474559;-0.358454;-0.075585;0.000000;-0.003307;-0.014097;0.060979;0.271669;-5.021232
-3141593;-1;-1073169417;1;0.066929;0.270199;-5.133873;-0.121018;-0.489816;0.054109;0.000000;0.006128;-0.112642;0.060979;0.271669;-5.021232
-3141593;-1;-1073213185;1;0.059733;0.270785;-5.004998;-0.345912;0.487870;0.266947;0.000000;0.001527;0.016233;0.060979;0.271669;-5.021232
-3141593;-1;-1073169417;-1;0.059198;0.262526;-4.959107;-0.682100;0.132904;0.145830;0.000000;0.009314;0.062125;0.060979;0.271669;-5.021232
-3141593;-1;-536346113;1;0.065841;0.262490;-5.004986;-0.253580;-0.134310;-0.157581;0.000000;0.010387;0.016246;0.060979;0.271669;-5.021232
-3141593;-1;-1073213185;1;0.062595;0.274295;-5.007514;-0.318627;0.196047;-0.318786;0.000000;-0.003084;0.013717;0.060979;0.271669;-5.021232
-3141593;-1;-1073172225;1;0.042825;0.260602;-5.009006;0.252095;-0.413550;-0.353268;0.000000;-0.021261;0.012227;0.060979;0.271669;-5.021232
-3141593;-1;-1073210369;-1;0.047024;0.255859;-5.012843;0.235493;-0.207871;-0.182292;0.000000;-0.021088;0.008388;0.060979;0.271669;-5.021232
-3141593;-1;-1073213185;-1;0.062797;0.262615;-5.031120;0.359286;0.072119;-0.360675;0.000000;-0.009234;-0.009888;0.060979;0.271669;-5.021232
-3141593;-1;-1073213185;1;0.058497;0.278232;-4.968814;-0.298033;-0.112725;-0.150365;0.000000;-0.007017;0.052418;0.060979;0.271669;-5.021232
-3141593;-1;-1073210369;-1;0.051992;0.299706;-5.006626;-0.462352;-0.148207;0.326950;0.000000;-0.029442;0.014606;0.060979;0.271669;-5.021232
-3141593;-1;-1073169417;1;0.060657;0.280886;-5.015114;-0.608464;-0.021250;-0.350548;0.000000;-0.009223;0.006117;0.060979;0.271669;-5.021232
-3141593;-1;-1073213185;-1;0.125424;0.237587;-4.913326;-0.158220;-0.299178;-0.073690;0.000000;0.072901;0.107906;0.060979;0.271669;-5.021232
-3141593;-1;-536346369;1;0.061873;0.264034;-4.987185;0.312436;0.036585;-0.294684;0.000000;-0.007686;0.034046;0.060979;0.271669;-5.021232
-3141593;-1;-1073213185;-1;0.062011;0.269855;-5.034826;0.484372;0.275531;0.344574;0.000000;-0.002086;-0.013594;0.060979;0.271669;-5.021232
-3141593;-1;-1073210369;-1;0.061641;0.272366;-5.030480;-1.038200;0.985757;-0.917093;0.000000;-0.000962;-0.009248;0.060979;0.271669;-5.021232
-3141593;-1;-1073169409;-1;0.085657;0.289914;-5.026571;-0.225323;0.304753;0.116673;0.000000;-0.030690;-0.005339;0.060979;0.271669;-5.021232
-3141593;-1;-536346369;1;0.047455;0.319800;-4.995612;-0.249856;-0.070207;-0.034228;0.000000;-0.049996;0.025620;0.060979;0.271669;-5.021232
-3141593;-1;-1073210369;1;0.006717;0.291143;-4.984904;-0.137870;-0.384154;-0.197982;0.000000;-0.057651;0.036327;0.060979;0.271669;-5.021232
-3141593;-1;-536346369;-1;0.074342;0.271806;-5.082642;-0.002180;0.211881;0.004776;0.000000;-0.013364;-0.061410;0.060979;0.271669;-5.021232
-3141593;-1;-536346369;-1;0.032206;-0.108312;-4.965779;0.284851;-0.021570;0.224137;0.000000;-0.381068;0.055453;0.060979;0.271669;-5.021232
-3141593;-1;-1073169417;-1;0.064419;0.278900;-5.023562;-1.280989;0.609329;-0.457025;0.000000;-0.008008;-0.002330;0.060979;0.271669;-5.021232
-3141593;-1;-1073213185;-1;-0.150276;0.273786;-5.021588;-0.009272;-0.924981;-0.352083;0.000000;-0.211266;-0.000357;0.060979;0.271669;-5.021232
