fLabel;fIndex;fStatus;fSign;fV.fX;fV.fY;fV.fZ;fP.fX;fP.fY;fP.fZ;fBeta;fDcaXY;fDcaZ;fPVX;fPVY;fPVZ
-3141593;-1;-1073737473;-1;0.044051;0.256926;-4.437429;0.557914;0.856429;-0.950460;0.000000;0.006446;0.001869;0.049452;0.253408;-4.439298
-3141593;-1;-973074177;-1;0.158188;0.186882;-0.982534;0.391340;0.639643;-0.485437;0.000000;-0.127472;3.456764;0.049452;0.253408;-4.439298
-3141593;-1;-1073696513;1;0.050362;0.238523;-4.465877;-0.711608;-0.043495;-0.037940;0.000000;0.014912;-0.026579;0.049452;0.253408;-4.439298
-3141593;-1;-1073696513;1;0.052465;0.249475;-4.444693;-0.628324;-0.481429;-0.324491;0.000000;0.004954;-0.005395;0.049452;0.253408;-4.439298
-3141593;-1;-1073696513;1;0.036238;0.203140;-4.424278;1.171005;-0.307828;0.163287;0.000000;-0.051975;0.015020;0.049452;0.253408;-4.439298
-3141593;-1;-1073696513;1;-0.016551;0.269109;-4.310914;0.150599;0.633061;-0.054137;0.000000;0.067845;0.128384;0.049452;0.253408;-4.439298
-3141593;-1;-1073696513;1;0.055907;0.286504;-4.359447;0.773000;-0.150767;-0.017262;0.000000;0.033721;0.079851;0.049452;0.253408;-4.439298
-3141593;-1;-1073696513;-1;0.052134;0.250622;-4.451689;0.714304;0.687798;-0.636312;0.000000;-0.003867;-0.012391;0.049452;0.253408;-4.439298
-3141593;-1;-973033217;1;-0.102451;0.357773;-9.440972;0.294264;0.428299;0.015157;0.000000;0.184300;-5.001674;0.049452;0.253408;-4.439298
-3141593;-1;-1073737473;-1;0.049251;0.255639;-4.468185;1.100163;0.098809;0.368196;0.000008;0.002240;-0.028887;0.049452;0.253408;-4.439298
-3141593;-1;-1073737473;-1;0.041163;0.260779;-4.453351;0.215659;0.242493;0.165455;0.000000;0.011093;-0.014053;0.049452;0.253408;-4.439298
-3141593;-1;-1073737473;-1;0.051649;0.256195;-4.431110;-0.476823;0.375923;0.587901;0.000000;-0.003549;0.008188;0.049452;0.253408;-4.439298
-3141593;-1;-1006587657;1;-0.424973;-0.101604;-3.146560;-0.563281;0.752749;0.744810;0.000000;0.592547;1.292738;0.049452;0.253408;-4.439298
-3141593;-1;-1073737473;1;0.001392;0.131644;-4.461701;0.304907;-0.120346;0.188912;0.000000;-0.130905;-0.022403;0.049452;0.253408;-4.439298
-3141593;-1;-1073696513;-1;0.046976;0.219088;-4.375684;0.483683;-0.034894;-0.281614;0.000000;-0.034409;0.063614;0.049452;0.253408;-4.439298
-3141593;-1;-973033217;-1;0.055951;0.275293;-4.290838;1.284767;-0.381553;-0.492342;0.000000;0.022830;0.148461;0.049452;0.253408;-4.439298
-3141593;-1;-1073741569;1;0.026938;0.214937;-4.410558;-0.206562;0.120887;0.155970;0.000000;0.044574;0.028740;0.049452;0.253408;-4.439298
-3141593;-1;-1073737473;1;0.055095;0.255249;-4.459695;-0.134572;0.412536;-0.341602;0.000000;-0.005936;-0.020397;0.049452;0.253408;-4.439298
-3141593;-1;-1073696513;-1;0.049170;0.253041;-4.407917;-1.433362;1.104877;0.156205;0.000000;0.000462;0.031381;0.049452;0.253408;-4.439298
-3141593;-1;-1073741569;-1;0.027308;0.324737;-4.400972;-0.234564;-0.072817;-0.053557;0.000002;-0.074688;0.038326;0.049452;0.253408;-4.439298
-3141593;-1;-1073696513;1;0.042543;0.267597;-4.482592;-0.444470;-0.216421;-0.187586;0.000000;-0.015782;-0.043293;0.049452;0.253408;-4.439298
-3141593;-1;-1073737473;-1;0.053898;0.247213;-4.408222;-0.256880;-0.184390;-0.117172;0.000000;0.007625;0.031077;0.049452;0.253408;-4.439298
-3141593;-1;-1006587649;-1;-0.881211;-0.611688;9.488119;-0.203684;0.219121;-0.087363;0.000000;1.270639;13.927417;0.049452;0.253408;-4.439298
-3141593;-1;-1073741569;-1;0.126697;0.250003;-4.452646;-0.011667;-0.264676;-0.250915;0.000000;0.077320;-0.013348;0.049452;0.253408;-4.439298
-3141593;-1;-973078273;1;0.029251;0.144286;-4.954459;0.192763;-0.035685;0.033692;0.000000;-0.110976;-0.515161;0.049452;0.253408;-4.439298
