fLabel;fIndex;fStatus;fSign;fV.fX;fV.fY;fV.fZ;fP.fX;fP.fY;fP.fZ;fBeta;fDcaXY;fDcaZ;fPVX;fPVY;fPVZ
-3141593;-1;-1073172225;1;0.058543;0.266164;-6.125782;-0.136415;0.634626;0.206212;0.000000;0.006877;-0.037397;0.065266;0.267610;-6.088385
-3141593;-1;-1073172225;1;0.079589;0.270186;-6.057672;-0.159471;0.886493;0.203755;0.000000;-0.014552;0.030714;0.065266;0.267610;-6.088385
-3141593;-1;-1073172225;1;0.034625;0.264927;-6.225306;0.077906;-0.889763;0.207839;0.000000;-0.030758;-0.136920;0.065266;0.267610;-6.088385
-3141593;-1;-1073213185;-1;0.065121;0.267886;-6.096880;0.902692;0.476288;-0.901204;0.000009;0.000312;-0.008495;0.065266;0.267610;-6.088385
-3141593;-1;-1073172225;1;-0.150866;0.296245;-6.077865;-0.109215;-0.824330;-0.091743;0.000005;-0.218021;0.010520;0.065266;0.267610;-6.088385
-3141593;-1;-536346113;-1;-0.345608;-0.132380;-6.179188;0.411983;-0.423194;0.108531;0.000000;-0.573420;-0.090802;0.065266;0.267610;-6.088385
-3141593;-1;-1073169409;1;0.502048;-0.326447;-5.977041;-0.739806;-0.543943;0.634785;0.000000;0.737348;0.111345;0.065266;0.267610;-6.088385
-3141593;-1;-1073213193;-1;0.063775;0.269266;-6.100652;0.715772;0.644820;-0.215535;0.000000;0.002229;-0.012266;0.065266;0.267610;-6.088385
-3141593;-1;-1073213185;1;0.080231;0.277251;-6.112284;0.403305;-0.626008;-0.348315;0.000000;0.017802;-0.023899;0.065266;0.267610;-6.088385
-3141593;-1;-1073213185;1;0.060449;0.274414;-6.084285;-0.789808;-0.559184;-0.548541;0.000000;-0.008337;0.004100;0.065266;0.267610;-6.088385
-3141593;-1;-1073172225;-1;0.060537;0.273267;-6.087315;0.801866;0.670383;-0.413861;0.000000;0.007374;0.001071;0.065266;0.267610;-6.088385
-3141593;-1;-1073210377;1;0.046451;0.050435;-5.296067;-0.655346;0.056777;-0.308381;0.000000;0.217988;0.792318;0.065266;0.267610;-6.088385
-3141593;-1;-1073169409;-1;0.068300;0.261168;-6.071046;-1.581214;-0.744666;-1.208225;0.000000;0.007120;0.017340;0.065266;0.267610;-6.088385
-3141593;-1;-1073213185;-1;-0.100363;0.223695;-6.252089;-0.275966;1.040851;-0.480601;0.000000;0.171353;-0.163704;0.065266;0.267610;-6.088385
-3141593;-1;-1073172225;-1;0.077311;0.260234;-6.112150;0.330456;0.539663;-0.276905;0.000000;-0.014124;-0.023765;0.065266;0.267610;-6.088385
-3141593;-1;-1073210369;1;0.063197;0.268614;-6.052204;0.211639;0.436110;-0.040352;0.000000;0.002300;0.036182;0.065266;0.267610;-6.088385
-3141593;-1;-1073213185;1;0.062093;0.261408;-6.079443;-0.860660;0.440361;0.928994;0.000000;0.006966;0.008942;0.065266;0.267610;-6.088385
-3141593;-1;-1073213193;-1;0.065939;0.263984;-6.099350;1.552974;0.288084;1.335631;0.000000;-0.003688;-0.010965;0.065266;0.267610;-6.088385
