fLabel;fIndex;fStatus;fSign;fV.fX;fV.fY;fV.fZ;fP.fX;fP.fY;fP.fZ;fBeta;fDcaXY;fDcaZ;fPVX;fPVY;fPVZ
-3141593;-1;-1073172225;1;0.081091;0.275288;4.208539;-0.119957;0.680184;-0.245418;0.000000;-0.015509;0.344748;0.065818;0.272594;3.863790
-3141593;-1;-1073213185;1;0.054334;0.273954;3.846728;0.067574;0.570874;0.192561;0.000000;0.011564;-0.017062;0.065818;0.272594;3.863790
-3141593;-1;-1073214473;1;0.044367;0.283459;3.854741;0.218840;0.432055;-0.118990;0.000000;0.024045;-0.009049;0.065818;0.272594;3.863790
-3141593;-1;-536346113;-1;1.955360;1.097507;2.222476;0.177503;-0.406589;0.113611;0.000000;2.061759;-1.641315;0.065818;0.272594;3.863790
-3141593;-1;-536346113;1;0.044800;0.296935;3.820932;-0.501720;-0.433226;-0.099316;0.000000;-0.032159;-0.042859;0.065818;0.272594;3.863790
-3141593;-1;-1073213193;1;0.071347;0.273308;3.903905;-0.066953;0.518974;-0.029527;0.000000;-0.005574;0.040114;0.065818;0.272594;3.863790
-3141593;-1;-1073213185;-1;0.043676;0.273570;3.848498;0.060247;1.367723;0.888653;0.000011;0.022164;-0.015292;0.065818;0.272594;3.863790
-3141593;-1;-1073172225;1;-0.301973;0.199993;3.750304;0.097464;-0.493745;0.014745;0.000000;-0.374888;-0.113486;0.065818;0.272594;3.863790
-3141593;-1;-1073213185;-1;0.034917;0.285432;3.899169;-0.242574;-0.583878;0.058950;0.000000;-0.033462;0.035379;0.065818;0.272594;3.863790
-3141593;-1;-1073169409;-1;0.155104;-0.807795;4.814575;-0.573480;-0.047394;-0.205485;0.000000;1.084072;0.950785;0.065818;0.272594;3.863790
-3141593;-1;-1073169409;1;0.083488;0.314101;3.830415;-0.983468;0.418673;0.565825;0.000008;-0.045111;-0.033375;0.065818;0.272594;3.863790
-3141593;-1;-1073169409;-1;0.065721;0.273265;3.844600;1.046727;0.151170;-0.473512;0.000000;0.000678;-0.019190;0.065818;0.272594;3.863790
-3141593;-1;-1073210369;-1;0.065621;0.275829;4.000653;0.878811;0.053440;0.067553;0.000000;0.003241;0.136862;0.065818;0.272594;3.863790
-3141593;-1;-1073210369;1;-0.329820;0.549507;4.316862;-0.536679;-0.766779;0.279902;0.000006;-0.482919;0.453072;0.065818;0.272594;3.863790
-3141593;-1;-1073213185;1;0.072015;0.278105;3.807464;0.718709;-0.808208;0.721652;0.000000;0.008292;-0.056326;0.065818;0.272594;3.863790
-3141593;-1;-1073210369;-1;0.067902;0.269137;3.861789;1.530241;0.922335;1.546633;0.000000;-0.004036;-0.002001;0.065818;0.272594;3.863790
-3141593;-1;-1073172225;-1;0.066208;0.271562;3.834249;0.667123;0.252178;-0.052261;0.000000;-0.001103;-0.029541;0.065818;0.272594;3.863790
-3141593;-1;-1073213185;1;-0.951702;0.023499;2.446514;0.187877;-0.767451;0.641796;0.000000;-1.047566;-1.417276;0.065818;0.272594;3.863790
-3141593;-1;-1073169409;-1;0.148598;0.402629;3.859298;-1.904064;1.212126;-1.370563;0.000000;-0.154147;-0.004493;0.065818;0.272594;3.863790
-3141593;-1;-1073169409;-1;0.068419;0.317100;3.913002;0.905144;-0.052894;-0.520310;0.000000;0.044581;0.049211;0.065818;0.272594;3.863790
-3141593;-1;-1073213185;1;0.073773;0.270111;3.892272;0.395513;1.266641;-0.933199;0.000000;-0.008333;0.028481;0.065818;0.272594;3.863790
-3141593;-1;-1073172225;1;0.065574;0.272472;3.852761;0.570445;-1.139597;1.002046;0.000000;-0.000273;-0.011029;0.065818;0.272594;3.863790
-3141593;-1;-1073210369;1;0.068751;0.270078;3.866310;0.797254;0.929341;-1.053945;0.000000;-0.003864;0.002520;0.065818;0.272594;3.863790
-3141593;-1;-1073169409;-1;0.073651;0.277527;3.915991;-0.309125;0.490856;0.161529;0.000004;-0.009256;0.052200;0.065818;0.272594;3.863790
-3141593;-1;-1073210369;-1;0.078288;0.287710;3.879042;1.520062;-1.254008;1.599157;0.000000;0.019595;0.015251;0.065818;0.272594;3.863790
-3141593;-1;-1073210377;-1;-1.112725;-1.541120;4.176391;-0.744297;0.483641;-0.716750;0.000000;2.162990;0.312601;0.065818;0.272594;3.863790
-3141593;-1;-1073210369;-1;0.663733;0.653465;4.248358;0.886859;-1.392247;0.975127;0.000000;0.708917;0.384568;0.065818;0.272594;3.863790
-3141593;-1;-536346369;-1;0.088695;0.265320;3.859210;-0.091137;-0.286594;0.013677;0.000002;0.024006;-0.004580;0.065818;0.272594;3.863790
-3141593;-1;-1073172225;1;0.065651;0.272519;3.864324;-0.781814;1.726540;-0.980482;0.000000;0.000184;0.000534;0.065818;0.272594;3.863790
-3141593;-1;-1073213185;-1;0.066471;0.272798;3.841158;-0.368585;1.184259;-1.049767;0.000000;-0.000684;-0.022632;0.065818;0.272594;3.863790
-3141593;-1;-1073210369;1;0.042503;0.219559;3.869881;0.956490;-0.420498;0.028343;0.000007;-0.057934;0.006091;0.065818;0.272594;3.863790
-3141593;-1;-1073172225;-1;0.232049;0.264893;3.806285;0.049825;1.075412;-0.297211;0.000000;-0.166409;-0.057505;0.065818;0.272594;3.863790
-3141593;-1;-1073202177;1;0.066881;0.271169;3.866796;2.175253;1.620957;-1.816856;0.000000;-0.001778;0.003006;0.065818;0.272594;3.863790
