fLabel;fIndex;fStatus;fSign;fV.fX;fV.fY;fV.fZ;fP.fX;fP.fY;fP.fZ;fBeta;fDcaXY;fDcaZ;fPVX;fPVY;fPVZ
-3141593;-1;-1073737473;1;0.042889;0.252453;3.623981;-0.358675;0.643957;-0.164366;0.000000;0.017098;0.029992;0.057826;0.260772;3.593989
-3141593;-1;-1073696513;1;0.059867;0.256923;3.584831;-0.833871;-0.442059;-0.640214;0.000000;0.004357;-0.009158;0.057826;0.260772;3.593989
-3141593;-1;-1073696513;1;0.063126;0.254555;3.656253;-0.753484;-0.642333;0.029579;0.000000;0.008170;0.062264;0.057826;0.260772;3.593989
-3141593;-1;-1073696513;1;0.056865;0.259940;3.596347;4.251958;-4.908152;5.990865;0.000000;-0.001271;0.002358;0.057826;0.260772;3.593989
-3141593;-1;-1073696513;1;0.053303;0.274300;3.566138;0.916872;0.306570;-0.914350;0.000000;0.014264;-0.027851;0.057826;0.260772;3.593989
-3141593;-1;-1006587649;1;-0.350117;-0.034419;5.668189;1.476340;-2.040245;2.174350;0.000000;-0.503543;2.074200;0.057826;0.260772;3.593989
-3141593;-1;-1073696513;1;0.062997;0.263674;3.609830;0.917934;-1.635607;1.730927;0.000000;0.005929;0.015841;0.057826;0.260772;3.593989
-3141593;-1;-1073737473;-1;0.060649;0.258414;3.596648;1.049805;1.256219;-0.500775;0.000000;-0.003679;0.002658;0.057826;0.260772;3.593989
-3141593;-1;-1073737473;1;0.058881;0.264807;3.563461;-1.101413;0.287901;-0.304869;0.000000;-0.004170;-0.030528;0.057826;0.260772;3.593989
-3141593;-1;-973074177;-1;0.147264;0.293765;3.496776;-0.489334;1.326527;1.451707;0.000000;-0.095330;-0.097213;0.057826;0.260772;3.593989
-3141593;-1;-1073696513;-1;0.059636;0.257240;3.612093;0.313005;0.160395;-0.030248;0.000000;-0.003969;0.018103;0.057826;0.260772;3.593989
-3141593;-1;-1073737481;-1;0.058445;0.261333;3.587266;2.498564;-2.760756;3.875813;0.000000;0.000835;-0.006723;0.057826;0.260772;3.593989
-3141593;-1;-1073696521;-1;0.089718;0.261489;3.634781;-0.016808;0.748552;-0.482413;0.000000;-0.031900;0.040792;0.057826;0.260772;3.593989
-3141593;-1;-1073737473;1;0.053590;0.262244;3.587345;0.213606;0.614940;-0.358134;0.000000;0.004484;-0.006645;0.057826;0.260772;3.593989
-3141593;-1;-1073737473;-1;0.060235;0.252377;3.548703;-0.462124;-0.132605;-0.037060;0.000000;0.008734;-0.045287;0.057826;0.260772;3.593989
-3141593;-1;-1073696513;1;0.012553;0.259353;3.606631;0.031939;-1.018528;-0.582412;0.000000;-0.045295;0.012642;0.057826;0.260772;3.593989
-3141593;-1;-1073737473;-1;0.049508;0.245852;3.575084;-0.333769;0.186064;0.016427;0.000000;0.017083;-0.018905;0.057826;0.260772;3.593989
-3141593;-1;-1073696513;-1;0.051536;0.255148;3.595934;0.300809;-0.336407;-0.114310;0.000000;-0.008438;0.001944;0.057826;0.260772;3.593989
-3141593;-1;-1073696513;1;0.057531;0.262066;3.569198;0.801446;0.182838;0.285283;0.000000;0.001327;-0.024792;0.057826;0.260772;3.593989
-3141593;-1;-1040183041;-1;0.057681;0.260640;3.626597;-0.479836;0.522767;-0.800257;0.000000;0.000197;0.032608;0.057826;0.260772;3.593989
-3141593;-1;-1073737473;1;-0.000343;0.255031;3.633459;-0.037005;0.374936;-0.181769;0.000000;0.058452;0.039470;0.057826;0.260772;3.593989
-3141593;-1;-1073737473;-1;0.057572;0.262902;3.611748;-1.097230;-0.130755;-1.166220;0.000000;-0.002145;0.017759;0.057826;0.260772;3.593989
-3141593;-1;-1073737473;-1;0.053160;0.272397;3.559423;-0.604735;-0.242717;-0.600293;0.000000;-0.012526;-0.034566;0.057826;0.260772;3.593989
-3141593;-1;-1006628609;1;-0.212506;-2.531987;2.073220;-0.553572;0.053584;-0.433627;0.000000;2.805813;-1.520769;0.057826;0.260772;3.593989
-3141593;-1;-1006587649;-1;-0.014187;0.247714;3.603475;0.760830;-4.195813;-3.078924;0.000000;-0.073188;0.009486;0.057826;0.260772;3.593989
-3141593;-1;-1073737473;1;0.078388;0.299827;3.644890;0.574203;-0.302321;0.002948;0.000000;0.044137;0.050901;0.057826;0.260772;3.593989
-3141593;-1;-1073737473;1;0.069139;0.250059;3.559422;0.205942;0.217467;0.069479;0.000000;-0.015581;-0.034567;0.057826;0.260772;3.593989
-3141593;-1;-1073737473;-1;0.057962;0.258738;3.571402;-0.418058;-0.027938;-0.361999;0.000000;0.002039;-0.022587;0.057826;0.260772;3.593989
-3141593;-1;-1073696513;1;0.039657;0.282594;3.594136;-0.289861;-0.241343;0.102597;0.000000;-0.028396;0.000147;0.057826;0.260772;3.593989
-3141593;-1;-1006628617;-1;0.081150;0.273764;-7.058031;0.610725;-1.096480;-0.014142;0.000000;0.026698;-10.652020;0.057826;0.260772;3.593989
-3141593;-1;-1073737473;-1;0.057813;0.262266;3.563076;0.431671;0.003761;-0.150793;0.000000;0.001494;-0.030913;0.057826;0.260772;3.593989
-3141593;-1;-1073741569;-1;0.060970;0.259291;3.708455;-0.117480;-0.249351;-0.159585;0.000000;0.003476;0.114466;0.057826;0.260772;3.593989
-3141593;-1;-1073737481;-1;0.059392;0.257967;3.530021;-0.667553;-0.372683;0.949733;0.000000;0.003213;-0.063968;0.057826;0.260772;3.593989
-3141593;-1;-973078281;-1;-0.077701;-0.659294;3.085013;-0.277319;0.040850;0.117951;0.000000;0.929994;-0.508976;0.057826;0.260772;3.593989
-3141593;-1;-1073696513;-1;0.056851;0.260014;3.602325;0.246407;-0.316780;0.283476;0.000000;-0.001235;0.008336;0.057826;0.260772;3.593989
-3141593;-1;-1073741569;1;0.041613;0.248426;3.656684;0.141911;-0.186352;-0.051888;0.000000;-0.020378;0.062695;0.057826;0.260772;3.593989
-3141593;-1;-1073737473;-1;0.052670;0.262277;3.580133;-0.120299;-0.412338;0.384501;0.000000;-0.005371;-0.013856;0.057826;0.260772;3.593989
-3141593;-1;-973078273;1;0.094068;0.273000;5.715967;-0.094758;0.280866;0.140311;0.000000;-0.038249;2.121978;0.057826;0.260772;3.593989
-3141593;-1;-1073696513;1;0.020483;0.261136;3.611770;-0.006315;-0.649316;0.448854;0.000000;-0.037345;0.017781;0.057826;0.260772;3.593989
-3141593;-1;-1073737473;1;0.135554;0.317848;3.611725;-0.205720;0.280160;-0.284764;0.000000;-0.096433;0.017736;0.057826;0.260772;3.593989
-3141593;-1;-1073737473;-1;0.053759;0.283044;3.627764;0.375008;0.068483;-0.288783;0.000000;0.022640;0.033774;0.057826;0.260772;3.593989
-3141593;-1;-973078273;1;-0.181254;-0.770057;3.184299;-0.210622;0.048849;0.152697;0.000000;1.058191;-0.409690;0.057826;0.260772;3.593989
-3141593;-1;-1073737481;1;0.067874;0.268516;3.563906;-0.364404;0.472845;-0.746939;0.000000;-0.012685;-0.030084;0.057826;0.260772;3.593989
-3141593;-1;-1073696513;-1;0.084207;0.268724;3.587249;-0.148461;0.492556;0.269176;0.000000;-0.027553;-0.006740;0.057826;0.260772;3.593989
-3141593;-1;-1073741569;-1;0.060248;0.263497;3.629707;-0.345315;0.307013;-0.468072;0.000000;-0.003645;0.035718;0.057826;0.260772;3.593989
-3141593;-1;-1040142081;-1;0.055021;0.266683;3.582942;-0.781424;-0.370828;0.011345;0.000000;-0.006542;-0.011047;0.057826;0.260772;3.593989
-3141593;-1;-1006628609;-1;-0.188565;0.685167;3.577542;-0.386686;-0.224498;0.285169;0.000000;-0.490733;-0.016447;0.057826;0.260772;3.593989
-3141593;-1;-1073696513;1;0.057658;0.260617;3.588022;0.578749;-0.624393;0.771546;0.000000;-0.000229;-0.005968;0.057826;0.260772;3.593989
-3141593;-1;-1073696513;-1;0.065255;0.257166;3.587320;-0.326678;-0.672999;0.708498;0.000000;0.008258;-0.006669;0.057826;0.260772;3.593989
-3141593;-1;-1073696513;-1;0.057250;0.263562;3.581624;-0.340599;-0.070300;0.122216;0.000000;-0.002848;-0.012366;0.057826;0.260772;3.593989
-3141593;-1;-1006632705;-1;0.158794;-0.251817;-7.297369;0.217823;0.042906;-0.099823;0.000000;-0.522438;-10.891358;0.057826;0.260772;3.593989
-3141593;-1;-1073741569;1;0.074911;0.258607;3.704077;0.027874;0.219917;-0.117603;0.000000;-0.017221;0.110088;0.057826;0.260772;3.593989
-3141593;-1;-1073737473;-1;-0.024060;0.260100;3.635251;-0.002908;0.354361;-0.306886;0.000000;0.081889;0.041262;0.057826;0.260772;3.593989
-3141593;-1;-1073737473;1;0.071734;0.265666;3.548468;0.217413;-0.617980;0.364919;0.000000;0.014744;-0.045521;0.057826;0.260772;3.593989
-3141593;-1;-1073741569;1;0.067730;0.261576;3.691086;-0.020107;0.247762;-0.251626;0.000000;-0.009936;0.097097;0.057826;0.260772;3.593989
-3141593;-1;-1073741569;1;0.058804;0.252674;3.588700;0.187630;0.022651;0.056660;0.000000;-0.008157;-0.005290;0.057826;0.260772;3.593989
-3141593;-1;-1073741569;-1;0.062807;0.233777;3.549072;0.193040;0.035617;0.024857;0.000000;-0.027451;-0.044918;0.057826;0.260772;3.593989
-3141593;-1;-1073741569;1;-0.119415;0.268819;3.289397;-0.008175;-0.180074;-0.024398;0.000000;-0.177423;-0.304592;0.057826;0.260772;3.593989
-3141593;-1;-1006632705;-1;0.155827;0.208672;2.664702;0.094592;0.177926;0.092507;0.000000;-0.110990;-0.929287;0.057826;0.260772;3.593989
-3141593;-1;-1073737473;1;0.053001;0.255451;3.635574;0.213867;-0.193894;-0.354382;0.000000;-0.007183;0.041584;0.057826;0.260772;3.593989
-3141593;-1;-1073741569;-1;-0.039610;0.021506;3.615856;0.153297;-0.062427;0.019317;0.000000;-0.258345;0.021867;0.057826;0.260772;3.593989
-3141593;-1;-1073741569;-1;0.053421;0.251205;3.807230;-0.150139;0.069119;0.135230;0.000000;0.010533;0.213240;0.057826;0.260772;3.593989
-3141593;-1;-1073741577;1;0.040842;0.195955;3.603100;0.403958;-0.105850;-0.681517;0.000000;-0.067006;0.009110;0.057826;0.260772;3.593989
-3141593;-1;-1073741569;-1;0.038859;0.265109;3.568123;0.036436;0.159353;0.076965;0.000000;0.019457;-0.025867;0.057826;0.260772;3.593989
-3141593;-1;-1006632705;1;-0.566206;1.192041;-6.912091;0.117661;0.078843;0.127845;0.000000;1.121016;-10.506080;0.057826;0.260772;3.593989
