fLabel;fIndex;fStatus;fSign;fV.fX;fV.fY;fV.fZ;fP.fX;fP.fY;fP.fZ;fBeta;fDcaXY;fDcaZ;fPVX;fPVY;fPVZ
-3141593;-1;-1006628609;-1;-0.045068;0.319244;5.510921;-0.636659;-1.103575;1.083872;0.000000;-0.112548;1.514071;0.052420;0.263002;3.996850
-3141593;-1;-1073696513;-1;0.066092;0.290872;3.954957;2.093051;-1.026768;1.914230;0.000000;0.031043;-0.041893;0.052420;0.263002;3.996850
-3141593;-1;-1073696513;1;0.014695;0.297174;4.060207;-1.091644;-1.205187;0.426673;0.000000;-0.050901;0.063358;0.052420;0.263002;3.996850
-3141593;-1;-1073696513;1;0.052569;0.259469;4.011775;1.668052;0.070336;1.550884;0.000000;-0.003537;0.014925;0.052420;0.263002;3.996850
-3141593;-1;-1073737473;1;0.053979;0.265716;4.015131;-1.191418;0.684293;0.962978;0.000000;-0.003130;0.018280;0.052420;0.263002;3.996850
-3141593;-1;-1073696521;1;0.050644;0.256516;4.025691;-1.869510;0.512053;0.603536;0.000000;0.006725;0.028840;0.052420;0.263002;3.996850
-3141593;-1;-1073696513;1;0.024549;0.268766;3.987659;-0.194292;-0.939579;0.536377;0.000000;-0.028461;-0.009191;0.052420;0.263002;3.996850
-3141593;-1;-1073696513;1;0.051391;0.275889;4.004338;-0.772914;-0.061739;-0.021770;0.000000;-0.012928;0.007488;0.052420;0.263002;3.996850
-3141593;-1;-1073696513;-1;0.054557;0.265127;3.983598;0.529229;-0.531934;-0.201368;0.000000;0.003013;-0.013252;0.052420;0.263002;3.996850
-3141593;-1;-1073696513;-1;0.052310;0.261250;3.993850;-1.255674;0.078984;-0.009928;0.000000;0.001755;-0.003000;0.052420;0.263002;3.996850
-3141593;-1;-1073696521;-1;0.051433;0.255091;4.005441;-0.457460;0.057086;0.101772;0.000000;0.007973;0.008591;0.052420;0.263002;3.996850
-3141593;-1;-1073737481;1;0.052347;0.262911;3.998385;1.010837;-0.821001;1.398654;0.000000;-0.000117;0.001535;0.052420;0.263002;3.996850
-3141593;-1;-1073696513;-1;0.033473;0.249819;3.992348;-0.248245;0.356768;0.108290;0.000000;0.023082;-0.004502;0.052420;0.263002;3.996850
-3141593;-1;-1073737481;1;0.061425;0.277345;3.973436;-0.714189;0.448358;-0.997112;0.000000;-0.016935;-0.023414;0.052420;0.263002;3.996850
-3141593;-1;-1073737481;-1;0.048862;0.265274;4.002003;0.365755;0.572907;-0.881486;0.000000;0.004221;0.005153;0.052420;0.263002;3.996850
-3141593;-1;-1073696513;1;0.057108;0.276945;3.893717;0.469123;-0.157721;-0.407604;0.000000;0.014710;-0.103133;0.052420;0.263002;3.996850
-3141593;-1;-1073737481;1;0.050092;0.259786;3.982680;-0.686993;0.497406;-1.077503;0.000009;0.003970;-0.014170;0.052420;0.263002;3.996850
-3141593;-1;-1073737473;1;0.053401;0.262380;3.980919;-0.421110;-0.663437;-0.031113;0.000000;0.001162;-0.015931;0.052420;0.263002;3.996850
-3141593;-1;-1073696513;-1;0.048858;0.263462;3.853296;-0.048801;-0.378348;-0.088073;0.000000;-0.003592;-0.143554;0.052420;0.263002;3.996850
-3141593;-1;-1073741569;1;0.061247;0.259825;4.069376;0.096743;0.268773;0.205894;0.000000;-0.009381;0.072525;0.052420;0.263002;3.996850
-3141593;-1;-1006632713;1;0.590270;1.686887;4.874124;0.234697;-0.088653;0.191560;0.000002;1.522081;0.877274;0.052420;0.263002;3.996850
-3141593;-1;-1073741569;-1;0.246772;0.323174;3.979924;0.073196;-0.236421;0.039067;0.000000;0.203453;-0.016926;0.052420;0.263002;3.996850
-3141593;-1;-1073737473;-1;0.048391;0.268783;3.994604;-0.428461;-0.298666;0.250236;0.000000;-0.007047;-0.002246;0.052420;0.263002;3.996850
-3141593;-1;-1073696513;-1;0.043213;0.296301;3.931724;0.521576;0.144216;0.278716;0.000000;0.034548;-0.065126;0.052420;0.263002;3.996850
-3141593;-1;-1073696521;-1;0.052060;0.261461;4.015241;-0.531858;0.124516;0.264733;0.000000;0.001582;0.018391;0.052420;0.263002;3.996850
-3141593;-1;-1073737473;1;0.050346;0.264129;3.985617;0.209842;0.386390;0.418415;0.000000;0.002360;-0.011233;0.052420;0.263002;3.996850
-3141593;-1;-1073737473;1;0.052237;0.263438;4.000674;0.395706;0.166608;-0.408103;0.000000;0.000473;0.003824;0.052420;0.263002;3.996850
-3141593;-1;-1073737481;-1;0.053175;0.243368;4.006154;-0.842848;-0.032386;-1.154489;0.000000;0.019649;0.009304;0.052420;0.263002;3.996850
-3141593;-1;-1073696513;1;0.049591;0.268291;4.008441;-0.304420;-0.162856;0.063928;0.000000;-0.005998;0.011591;0.052420;0.263002;3.996850
-3141593;-1;-1006632705;1;-0.054133;0.165679;14.201075;-0.420005;0.459838;0.078200;0.000000;0.144311;10.204225;0.052420;0.263002;3.996850
-3141593;-1;-1073737481;1;0.051158;0.265128;3.955170;-0.626040;-0.371986;0.814612;0.000000;-0.002472;-0.041680;0.052420;0.263002;3.996850
-3141593;-1;-1073741569;-1;0.036817;0.319891;3.887392;-0.193570;-0.053092;0.196201;0.000000;-0.058989;-0.109458;0.052420;0.263002;3.996850
