fLabel;fIndex;fStatus;fSign;fV.fX;fV.fY;fV.fZ;fP.fX;fP.fY;fP.fZ;fBeta;fDcaXY;fDcaZ;fPVX;fPVY;fPVZ
-3141593;-1;-1073737481;-1;0.003719;0.279538;0.880229;-0.112514;-0.455087;0.013678;0.000000;-0.058706;-0.037654;0.060709;0.265448;0.917883
-3141593;-1;-1006587657;-1;-0.144370;0.216893;1.382395;0.111601;-0.471362;0.339902;0.000000;-0.210749;0.464512;0.060709;0.265448;0.917883
-3141593;-1;-1073696521;1;0.066329;0.258870;0.909719;-0.517182;-0.441927;0.545283;0.000000;0.008651;-0.008164;0.060709;0.265448;0.917883
-3141593;-1;-1006632713;1;0.479502;0.700268;4.788174;0.208946;-0.201244;0.205019;0.000000;0.603702;3.870291;0.060709;0.265448;0.917883
-3141593;-1;-1073737481;1;0.063306;0.267820;0.932932;0.522741;-0.572171;0.140409;0.000000;0.003518;0.015050;0.060709;0.265448;0.917883
-3141593;-1;-1073696521;1;0.070371;0.259442;1.001460;-0.196744;-0.316526;0.306716;0.000000;0.011377;0.083578;0.060709;0.265448;0.917883
-3141593;-1;-1073741577;-1;0.059326;0.267105;0.911605;0.185040;0.154442;0.257428;0.000000;0.002159;-0.006278;0.060709;0.265448;0.917883
-3141593;-1;-1006632713;-1;-1.004901;0.936682;-0.285206;-0.096450;-0.153117;-0.147588;0.000000;-1.259397;-1.203089;0.060709;0.265448;0.917883
-3141593;-1;-1073741577;1;0.052982;0.262707;0.933845;0.059477;-0.167718;0.093766;0.000000;-0.008199;0.015962;0.060709;0.265448;0.917883
-3141593;-1;-1073741577;1;0.052527;0.275609;0.893659;0.188258;0.151575;0.027114;0.000000;0.013046;-0.024223;0.060709;0.265448;0.917883
-3141593;-1;-1006632713;-1;0.733981;1.793726;-8.188455;-0.145023;0.063889;0.007862;0.000001;-1.670009;-9.106338;0.060709;0.265448;0.917883
