fLabel;fIndex;fStatus;fSign;fV.fX;fV.fY;fV.fZ;fP.fX;fP.fY;fP.fZ;fBeta;fDcaXY;fDcaZ;fPVX;fPVY;fPVZ
-3141593;-1;-1073737481;-1;0.049244;0.192200;1.611366;0.932211;-0.072806;0.026102;0.000000;-0.070179;0.142648;0.054708;0.262165;1.468719
-3141593;-1;-1006628617;-1;0.248864;0.788542;0.152367;0.744926;-0.274769;0.406018;0.000000;0.561043;-1.316352;0.054708;0.262165;1.468719
-3141593;-1;-1006587657;1;-0.079751;0.262617;1.571956;-0.003585;-1.068434;0.364555;0.000000;-0.134459;0.103238;0.054708;0.262165;1.468719
-3141593;-1;-1073696521;-1;0.056493;0.259559;1.504355;0.471235;0.322720;0.119579;0.000000;-0.003158;0.035637;0.054708;0.262165;1.468719
-3141593;-1;-1073696521;1;0.074336;0.234860;1.548394;0.434570;0.312375;0.265239;0.000000;-0.033628;0.079675;0.054708;0.262165;1.468719
-3141593;-1;-1073696521;-1;0.063779;0.275438;1.406509;-0.494251;0.337789;0.462212;0.000000;-0.016076;-0.062210;0.054708;0.262165;1.468719
-3141593;-1;-1006632713;1;-0.578768;2.290385;-10.399561;0.358687;0.112029;0.018474;0.000000;2.124845;-11.868280;0.054708;0.262165;1.468719
-3141593;-1;-1073737481;-1;0.050828;0.269593;1.471408;-0.621153;-0.324454;0.586179;0.000000;-0.008380;0.002690;0.054708;0.262165;1.468719
-3141593;-1;-1073737481;1;0.039388;0.272288;1.481247;0.667464;1.010185;1.430763;0.000000;0.018362;0.012528;0.054708;0.262165;1.468719
-3141593;-1;-1006632713;1;-0.271085;0.097705;9.686192;-0.059297;0.117466;0.054083;0.000000;0.364950;8.217473;0.054708;0.262165;1.468719
-3141593;-1;-1073737481;-1;0.016587;0.278535;1.481756;-0.223395;-0.520248;-0.240102;0.000000;-0.041487;0.013037;0.054708;0.262165;1.468719
