fLabel;fIndex;fStatus;fSign;fV.fX;fV.fY;fV.fZ;fP.fX;fP.fY;fP.fZ;fBeta;fDcaXY;fDcaZ;fPVX;fPVY;fPVZ
-3141593;-1;-1073737481;1;0.056301;0.247587;7.171775;-0.414801;0.599128;-0.567802;0.000000;0.005190;-0.007670;0.060568;0.250541;7.179445
-3141593;-1;-1073737481;-1;0.021968;0.132257;6.965505;0.494491;-0.161370;0.441680;0.000000;-0.124423;-0.213940;0.060568;0.250541;7.179445
-3141593;-1;-1073696521;-1;0.070101;0.244888;7.202038;0.208889;0.352250;0.143956;0.000000;-0.011083;0.022593;0.060568;0.250541;7.179445
