fDetId;fSubdetId;fLabel[3];fV.fX;fV.fY;fV.fZ
0;0;-2;3.979945;0.575418;10.940719
0;0;-2;3.865278;1.107753;14.442040
0;0;-2;3.823975;1.275050;9.887897
0;1;-2;4.011017;0.435339;3.659824
0;1;-2;3.906651;0.933439;4.226716
0;2;-2;3.842440;1.217032;-5.005978
0;3;-2;3.906967;0.915704;-13.087109
0;4;-2;3.400445;1.271580;10.625096
0;5;-2;3.341524;1.380551;7.259380
0;5;-2;3.338804;1.385482;7.034132
0;5;-2;3.322755;1.413114;6.896027
0;5;-2;3.300212;1.451978;6.658761
0;5;-2;3.297869;1.455199;7.301929
0;5;-2;3.177608;1.662637;5.953067
0;5;-2;3.170055;1.675639;5.889325
0;5;-2;2.915208;2.111499;6.068366
0;5;-2;2.911506;2.124603;0.542122
0;5;-2;2.893764;2.148192;6.068391
0;8;-2;2.710309;2.858554;9.965425
0;8;-2;2.335613;3.186878;14.350182
0;8;-2;2.329040;3.196179;11.295192
0;8;-2;2.311671;3.211710;11.222363
0;8;-2;2.305644;3.213823;14.095229
0;8;-2;2.266261;3.255116;8.555470
0;8;-2;2.199033;3.315800;7.772898
0;9;-2;3.072313;2.551799;2.503441
0;9;-2;2.938510;2.679072;0.593649
0;9;-2;2.923651;2.692389;0.636171
0;9;-2;2.907205;2.700599;2.716187
0;9;-2;2.899525;2.714095;0.678707
0;9;-2;2.882813;2.729089;0.721231
0;9;-2;2.692429;2.880607;7.213988
0;9;-2;2.267989;3.274915;4.088800
0;9;-2;2.268213;3.273088;4.594631
0;9;-2;2.261956;3.271914;6.724308
0;9;-2;2.240324;3.297968;4.709672
0;10;-2;2.819501;2.779702;-2.649114
0;10;-2;2.812106;2.786434;-2.649108
0;10;-2;2.802862;2.794848;-2.649101
0;10;-2;2.793618;2.803262;-2.649094
0;10;-2;2.778871;2.816736;-2.606582
0;10;-2;2.769627;2.825150;-2.606575
0;10;-2;2.756686;2.836930;-2.606565
0;10;-2;2.745593;2.847027;-2.606556
0;10;-2;2.727105;2.863856;-2.606541
0;10;-2;2.719710;2.870587;-2.606535
0;10;-2;2.712368;2.877331;-2.554030
0;10;-2;2.688334;2.899208;-2.554011
0;10;-2;2.679037;2.907610;-2.606503
0;10;-2;2.625480;2.954305;-4.388963
0;10;-2;2.576671;3.000005;-3.286423
0;10;-2;2.571167;3.005064;-3.243919
0;10;-2;2.325124;3.226726;-5.238727
0;10;-2;2.310376;3.240199;-5.196215
0;10;-2;2.314444;3.239043;-2.988717
0;10;-2;2.299073;3.250246;-5.406206
0;11;-2;2.909598;2.691810;-9.782130
0;11;-2;2.865790;2.732426;-9.317097
0;11;-2;2.675927;2.898547;-11.496450
0;11;-2;2.401221;3.156255;-7.300489
0;12;-2;1.732360;3.153701;13.898954
0;12;-2;1.725415;3.156600;13.856459
0;12;-2;1.615924;3.201380;12.584032
