fDetId;fSubdetId;fLabel[3];fV.fX;fV.fY;fV.fZ
0;3;-2;3.990432;0.520120;-9.819829
0;3;-2;3.966480;0.633407;-11.262267
0;6;-2;2.913214;2.122348;-6.628465
0;7;-2;2.942613;2.079530;-10.833982
0;11;-2;2.735239;2.849293;-9.696996
0;12;-2;1.188485;3.385188;13.481400
0;12;-2;0.948127;3.485669;12.108478
0;14;-2;1.466676;3.255338;-5.336485
0;15;-2;1.269909;3.346988;-12.346836
0;15;-2;0.822977;3.547807;-12.435718
0;30;-2;-2.986696;2.233555;-5.752462
0;30;-2;-2.989954;2.229772;-5.709961
0;31;-2;-2.519859;2.782075;-7.625434
0;34;-2;-4.009454;1.198891;-6.065968
0;34;-2;-4.052759;1.100646;-6.406011
0;39;-2;-3.801124;0.245719;-9.606963
0;43;-2;-4.162034;-0.938759;-7.356270
0;46;-2;-3.159025;-2.261579;-2.241051
0;47;-2;-3.672476;-1.469983;-13.665025
0;47;-2;-3.246805;-2.129453;-7.258123
0;52;-2;-1.238371;-3.669056;13.741324
0;70;-2;2.865443;-2.358564;-6.066100
0;71;-2;2.427970;-2.877689;-9.891433
0;71;-2;2.844568;-2.368297;-12.183774
0;83;-2;7.146096;0.693541;-13.342213
0;83;-2;7.180650;0.831220;-10.754541
0;94;-2;5.958448;4.081105;-4.415709
0;94;-2;5.908123;4.347201;-4.967811
0;95;-2;5.968838;4.081818;-13.076708
0;98;-2;5.403371;4.463494;-5.187725
0;99;-2;5.141327;5.124388;-10.537368
0;102;-2;4.103496;6.144376;-4.722875
0;106;-2;3.141346;6.745937;-1.352699
0;120;-2;-1.112857;7.173267;7.576559
0;121;-2;-0.897517;7.106411;3.554557
0;121;-2;-0.902281;7.107749;3.597063
0;122;-2;-1.086652;7.132103;-3.000166
0;123;-2;-1.215971;7.152943;-10.726738
0;129;-2;-2.919587;6.555083;4.820986
0;138;-2;-5.130266;5.209972;-6.503307
0;142;-2;-6.146770;4.242000;-2.633157
0;150;-2;-7.375631;1.952522;-3.891699
0;154;-2;-7.069085;1.642733;-3.970832
0;154;-2;-7.096642;1.603537;-4.788309
0;159;-2;-7.465062;0.080757;-10.443849
0;173;-2;-6.093045;-4.529137;3.636861
0;174;-2;-6.175941;-4.164466;-6.037455
0;174;-2;-6.175017;-4.169370;-5.994954
0;194;-2;-1.305754;-7.437389;-1.088267
0;206;-2;1.354273;-7.082027;-1.418797
0;207;-2;1.408400;-7.096681;-9.997818
