fDetId;fSubdetId;fLabel[3];fV.fX;fV.fY;fV.fZ
0;1;-2;4.069401;0.161148;4.424701
0;1;-2;3.930361;0.830881;6.672503
0;1;-2;3.873910;1.086108;3.532617
0;1;-2;3.826374;1.311218;3.362719
0;3;-2;4.028404;0.339666;-9.383263
0;4;-2;2.910358;2.116296;12.514318
0;8;-2;2.797237;2.782107;9.193206
0;8;-2;2.544281;3.003217;12.631104
0;8;-2;2.479256;3.066453;7.857457
0;9;-2;2.488994;3.074189;4.286803
0;9;-2;2.197025;3.342034;3.194743
0;14;-2;1.848664;3.080627;-5.473845
0;14;-2;1.712787;3.140247;-0.398059
0;14;-2;0.774734;3.569918;-1.316737
0;15;-2;1.492441;3.247553;-7.631769
0;17;-2;0.231201;3.993679;5.585372
0;18;-2;0.887524;3.911841;-1.478423
0;18;-2;0.060068;4.010192;-5.339506
0;21;-2;-0.579754;3.610016;4.578079
0;21;-2;-0.688069;3.583228;6.263141
0;21;-2;-1.410231;3.397541;5.076050
0;24;-2;-2.015172;3.522483;14.490244
0;25;-2;-2.370199;3.335936;3.323929
0;26;-2;-1.746588;3.687397;-6.219296
0;28;-2;-2.678029;2.593520;10.461113
0;29;-2;-2.684026;2.604724;1.298574
0;29;-2;-3.090205;2.114994;0.660660
0;29;-2;-3.184698;2.000798;3.052232
0;29;-2;-3.194258;1.989275;3.009722
0;29;-2;-3.208636;1.971932;3.052207
0;30;-2;-2.823187;2.427300;-4.706674
0;38;-2;-3.752069;0.804577;-5.956752
0;38;-2;-3.816204;0.131588;-2.860202
0;38;-2;-3.841153;-0.154275;-5.025609
0;40;-2;-4.147882;-0.997539;10.034701
0;45;-2;-3.547701;-1.645719;6.002856
0;46;-2;-3.286025;-2.066993;0.242948
0;53;-2;-2.122467;-3.312716;5.339993
0;66;-2;1.634141;-3.899919;-0.044671
0;68;-2;2.448840;-2.909794;14.302894
0;69;-2;2.800094;-2.452379;2.444304
0;70;-2;2.962228;-2.262751;-1.292381
0;70;-2;2.984986;-2.236128;-1.113636
0;71;-2;2.894394;-2.316508;-8.661260
0;71;-2;2.899630;-2.307522;-9.763757
0;71;-2;2.911432;-2.293527;-9.647919
0;80;-2;7.305327;1.313119;8.761497
0;85;-2;6.931400;1.726398;2.945293
0;85;-2;6.976652;2.202068;2.648304
0;96;-2;5.220710;4.985071;13.550825
0;100;-2;4.599676;5.350939;11.482008
0;100;-2;4.565343;5.408057;11.510400
0;101;-2;4.557044;5.390579;4.376405
0;101;-2;4.102625;6.136616;2.211823
0;106;-2;3.551884;6.182449;-5.479015
0;110;-2;2.216956;6.965543;-2.826188
0;114;-2;1.428686;6.988707;-3.204964
0;114;-2;1.251780;7.096001;-0.855054
0;117;-2;0.394320;7.084383;6.718650
0;119;-2;-0.057966;7.257500;-13.765236
0;120;-2;-1.281824;7.217376;8.440970
0;121;-2;-1.318179;7.220043;4.997590
0;127;-2;-2.029498;6.912353;-11.149267
0;127;-2;-2.400302;6.960454;-10.999045
0;127;-2;-2.412020;6.962607;-11.191947
0;127;-2;-2.407787;6.961635;-11.061536
0;129;-2;-2.875708;6.559137;5.940157
0;133;-2;-4.576669;5.866833;2.674499
0;138;-2;-4.677715;5.376289;-0.903702
0;138;-2;-5.405826;5.087899;-1.708076
0;142;-2;-5.743591;4.461622;-1.630180
0;142;-2;-5.750204;4.458014;-1.672675
0;142;-2;-6.240818;4.190676;-3.242240
0;143;-2;-5.512633;4.587949;-13.707542
0;145;-2;-6.196783;3.682899;1.934588
0;150;-2;-7.050969;2.319562;-5.072523
0;153;-2;-7.129156;1.540204;7.074334
0;159;-2;-7.611411;-0.237419;-9.785215
0;169;-2;-6.699032;-3.423820;7.395448
0;174;-2;-6.192392;-4.039700;-3.152490
0;174;-2;-6.191611;-4.044651;-3.194989
0;185;-2;-3.848152;-6.214542;6.241932
0;199;-2;0.142758;-7.623818;-11.843328
0;210;-2;2.752991;-6.773282;-2.979326
0;210;-2;2.757956;-6.773002;-3.021829
0;212;-2;3.844649;-6.216207;10.038495
0;212;-2;4.000941;-6.181371;10.165835
0;221;-2;5.181584;-4.876460;0.825457
0;222;-2;5.487357;-4.714357;-6.254752
0;222;-2;5.801908;-4.544158;-3.058193
0;502;-2;37.642727;2.298168;35.502975
0;504;-2;37.493130;3.826314;27.393681
0;533;-2;37.797791;7.262981;-2.768653
0;534;-2;36.477177;11.630178;-4.439103
0;597;-2;26.211939;27.169968;5.148258
0;644;-2;10.112032;36.498890;-6.933363
0;660;-2;3.390111;38.339821;18.222811
0;675;-2;3.450730;38.392380;-40.559555
0;675;-2;6.572858;37.819038;-41.547840
0;680;-2;1.639802;37.746517;27.547739
0;682;-2;3.315206;37.753284;17.933599
0;706;-2;-10.076128;37.140617;8.189096
0;724;-2;-12.504859;35.673820;24.691252
0;727;-2;-15.042237;34.751499;13.721062
0;736;-2;-13.388185;35.352272;-22.983385
0;737;-2;-13.137055;35.515007;-23.222723
0;737;-2;-13.931582;35.204327;-23.260963
0;759;-2;-20.360876;32.669212;-23.467758
0;780;-2;-24.888760;28.543499;-22.732399
0;781;-2;-25.428234;28.133144;-26.663252
0;784;-2;-25.179934;28.286446;-35.265453
0;799;-2;-32.271244;21.212954;-9.158369
0;805;-2;-32.693634;20.671394;-30.990000
0;850;-2;-36.904156;11.138687;-38.188965
0;858;-2;-37.669655;4.564202;19.300526
0;863;-2;-37.752148;4.406065;-1.767161
0;864;-2;-38.104782;-0.190249;-6.090926
0;872;-2;-37.752090;3.883360;-36.696278
0;882;-2;-38.611481;-1.212706;11.602100
0;886;-2;-38.664249;-0.782127;-6.408731
0;901;-2;-37.478085;-7.205016;23.180634
0;905;-2;-35.909916;-12.672518;5.994185
0;911;-2;-35.813679;-13.036530;-17.654203
0;937;-2;-33.497932;-19.399746;-33.701164
0;946;-2;-30.662640;-22.381571;19.205877
0;971;-2;-24.954178;-29.520014;6.981197
0;981;-2;-27.427416;-27.282078;-33.125084
0;982;-2;-24.012741;-30.294369;-35.249241
0;1004;-2;-22.632732;-30.631540;-37.599979
0;1007;-2;-12.601777;-36.536057;38.551674
0;1104;-2;14.585131;-35.572239;1.398994
0;1106;-2;16.928709;-34.653919;-4.218624
0;1113;-2;15.327921;-35.334938;-32.547100
0;1118;-2;17.792574;-33.467113;33.133965
0;1153;-2;24.438730;-29.741312;-17.669342
0;1173;-2;31.912014;-20.468178;-10.274270
0;1193;-2;34.530266;-16.783623;-3.424222
0;1252;-2;43.118912;3.967812;31.025991
0;1258;-2;43.003632;5.159171;6.486159
0;1265;-2;43.284973;2.445257;-17.414719
0;1280;-2;41.941761;8.513852;21.518488
0;1286;-2;42.084942;7.907598;-3.539233
0;1286;-2;40.744358;13.128475;-5.267115
0;1359;-2;30.442579;30.905012;5.427678
0;1412;-2;22.305212;37.157818;-8.078624
0;1437;-2;12.281173;40.926739;-8.066225
0;1455;-2;4.108967;43.279991;20.122986
0;1472;-2;7.094747;42.734715;-47.492447
0;1472;-2;4.752182;43.117924;-46.393856
0;1531;-2;-16.898722;39.419399;14.913385
0;1533;-2;-11.669230;41.235409;8.679799
0;1542;-2;-14.443886;40.348915;-26.811123
0;1592;-2;-23.846943;35.821220;-26.961525
0;1592;-2;-28.360460;32.284760;-26.212166
0;1593;-2;-28.273634;32.279011;-30.645798
0;1595;-2;-26.795368;33.442539;-40.340122
0;1638;-2;-35.666058;23.933653;-10.837731
0;1644;-2;-36.056683;23.353565;-35.082100
0;1705;-2;-43.350571;4.695066;21.532421
0;1767;-2;-42.900429;-8.344291;-26.123453
0;1771;-2;-42.426270;-10.223041;-44.325462
0;1805;-2;-34.665924;-26.663980;21.315281
0;1845;-2;-30.769470;-30.002876;-37.346298
0;1896;-2;-23.268539;-36.309635;-41.801872
0;2010;-2;17.134840;-40.039074;1.004585
0;2026;-2;20.001247;-37.947475;37.103092
0;2036;-2;17.596838;-39.238926;-3.729627
0;2044;-2;17.319036;-39.374615;-36.588928
0;2064;-2;27.542141;-33.540382;-15.374318
0;2090;-2;32.526623;-27.882215;-21.146059
1;0;-3141593;81.623344;25.073009;91.072517
1;0;-3141593;81.628838;25.045315;91.239952
1;0;-3141593;81.846672;24.310268;121.613571
1;0;-3141593;81.719170;23.310154;9.432428
1;0;-3141593;83.109238;18.080515;179.330078
1;0;-3141593;83.353241;16.062885;132.041504
1;0;-3141593;83.495369;15.872472;177.279144
1;0;-3141593;83.373070;15.963378;132.925018
1;0;-3141593;85.748787;1.984007;57.788185
1;1;-3141593;82.453598;24.837841;91.843361
1;1;-3141593;82.619965;24.377497;122.638573
1;1;-3141593;82.415558;23.791925;9.504064
1;1;-3141593;84.260048;15.937899;177.221680
1;1;-3141593;84.133263;16.065664;133.296371
1;1;-3141593;84.388916;15.201574;176.493210
1;1;-3141593;86.512756;1.974769;58.175030
1;2;-3141593;83.390236;24.435070;123.723602
1;2;-3141593;83.378716;24.489378;123.007462
1;2;-3141593;83.279282;24.597317;92.864082
1;2;-3141593;83.095352;24.350481;9.520351
1;2;-3141593;84.922318;16.004265;135.281265
1;2;-3141593;85.152313;15.253592;176.464447
1;2;-3141593;85.415123;13.752789;175.105133
1;2;-3141593;85.709076;12.076872;173.597809
1;2;-3141593;87.291924;1.880436;58.800705
1;3;-3141593;83.816116;24.697367;9.719894
1;3;-3141593;84.177200;24.404415;125.487907
1;3;-3141593;84.164917;24.457333;124.341270
1;3;-3141593;84.078293;24.491388;93.510147
1;3;-3141593;85.692657;16.025358;136.407867
1;3;-3141593;86.450043;12.239930;173.550888
1;3;-3141593;86.643005;11.141634;172.725555
1;3;-3141593;86.783546;10.340454;171.986282
1;3;-3141593;86.922119;9.550028;171.183167
1;3;-3141593;87.139824;8.310572;170.076294
1;3;-3141593;88.034500;1.990981;59.043037
1;4;-3141593;87.395607;11.230366;172.598404
1;4;-3141593;87.479118;10.747386;171.721008
1;4;-3141593;87.681221;9.599222;171.183899
1;4;-3141593;87.891098;8.399921;170.079025
1;4;-3141593;84.538849;25.009426;9.651776
1;4;-3141593;84.928123;24.538469;125.997818
1;4;-3141593;84.882256;24.336424;94.317261
1;4;-3141593;84.904083;24.219353;94.717262
1;4;-3141593;88.220108;6.521315;168.498444
1;4;-3141593;88.376686;5.624516;167.718307
1;4;-3141593;86.476334;15.965090;137.444031
1;4;-3141593;88.497337;4.932646;167.169022
1;4;-3141593;88.664932;3.967321;166.092667
1;4;-3141593;88.801872;3.182694;165.601929
1;4;-3141593;89.018974;1.927815;164.327515
1;5;-3141593;88.752106;7.859274;169.686615
1;5;-3141593;88.957085;6.684018;168.505432
1;5;-3141593;89.126778;5.711356;167.753479
1;5;-3141593;89.244263;5.034835;167.146912
1;5;-3141593;89.585678;3.066983;165.374802
1;5;-3141593;89.585243;1.842333;60.116127
1;5;-3141593;85.249977;25.388773;9.622686
1;5;-3141593;85.714020;24.479261;127.036636
1;5;-3141593;85.715034;24.016180;95.135124
1;5;-3141593;87.260384;15.899597;139.064026
1;6;-3141593;85.906364;26.063154;9.490832
1;6;-3141593;86.489738;24.470900;128.463760
1;6;-3141593;86.475174;24.544210;127.795639
1;6;-3141593;86.496582;23.968378;95.704262
1;6;-3141593;88.044754;15.822295;140.184586
1;7;-3141593;86.600822;26.529657;9.754250
1;7;-3141593;87.250488;24.534063;129.072311
1;7;-3141593;87.330849;23.624716;96.763779
1;7;-3141593;87.359062;23.471075;97.239296
1;7;-3141593;88.812813;15.825867;140.949600
1;8;-3141593;87.263985;27.162041;9.731814
1;8;-3141593;88.038033;24.454830;131.047348
1;8;-3141593;88.022278;24.532749;130.180664
1;8;-3141593;88.135841;23.433714;97.496803
1;8;-3141593;89.623650;15.599408;142.829636
1;8;-3141593;88.172386;23.232454;97.974792
1;9;-3141593;87.975182;27.522192;9.967547
1;9;-3141593;88.787186;24.571058;131.448318
1;9;-3141593;88.931747;23.290462;98.223251
1;9;-3141593;90.380959;15.650715;143.055511
1;9;-3141593;90.363083;15.729859;141.326706
1;10;-3141593;88.665833;27.988047;9.825727
1;10;-3141593;89.524689;24.745319;131.602905
1;10;-3141593;89.586319;24.410929;132.956375
1;10;-3141593;89.777306;22.867071;99.580124
1;11;-3141593;89.370270;28.372986;9.726527
1;11;-3141593;90.269157;26.405039;235.613525
1;11;-3141593;90.342094;24.494516;134.268860
1;11;-3141593;90.558945;22.790634;99.882141
1;11;-3141593;90.581436;22.667675;100.287323
1;12;-3141593;90.020279;29.072580;9.929708
1;12;-3141593;90.897942;27.172623;235.344986
1;12;-3141593;91.120605;24.440908;135.417068
1;12;-3141593;91.380669;22.493164;101.038742
1;13;-3141593;90.700897;29.590183;9.915212
1;13;-3141593;91.634354;27.329334;235.456680
1;13;-3141593;91.873230;24.521816;135.619400
1;13;-3141593;92.164230;22.403038;101.578293
